iter	RMSE
0	0.1037963324
1	0.09901102093
2	0.09443267898
3	0.09015104726
4	0.08617082627
5	0.08232911668
6	0.07865014091
7	0.07515388268
8	0.0719101719
9	0.06881358383
10	0.06587558527
11	0.06308040803
12	0.06048034077
13	0.05803130032
14	0.05566393698
15	0.05343754314
16	0.05132513926
17	0.0493467529
18	0.0474891363
19	0.04573049458
20	0.04408249072
21	0.04253097099
22	0.04105743617
23	0.03969036622
24	0.03838586508
25	0.03716784598
26	0.03603609565
27	0.03493336985
28	0.03393206387
29	0.03299593602
30	0.03210267035
31	0.03127548188
32	0.0305246502
33	0.02982919168
34	0.0291675604
35	0.02854934753
36	0.02795583715
37	0.02743264774
38	0.02694997909
39	0.02649801169
40	0.0260844348
41	0.02567154756
42	0.02528214426
43	0.02491848388
44	0.02459067508
45	0.02427805109
46	0.02398243684
47	0.02372093038
48	0.02347602839
49	0.02325621874
50	0.02303361486
51	0.02282389769
52	0.02263277807
53	0.02246778449
54	0.02229828441
55	0.02213651666
56	0.02201094787
57	0.02188094013
58	0.02175916392
59	0.02164153458
60	0.02153013307
61	0.02142942925
62	0.02131349201
63	0.02120866041
64	0.02113340049
65	0.02103108485
66	0.02095085016
67	0.02087288857
68	0.02079176606
69	0.02071743138
70	0.02064062516
71	0.02056408781
72	0.02051328095
73	0.02044550655
74	0.02039709382
75	0.02034375197
76	0.02028637566
77	0.02023516444
78	0.020179837
79	0.0201284983
80	0.02007656467
81	0.02004784024
82	0.02000203554
83	0.0199649587
84	0.01991166051
85	0.01987448886
86	0.01983560539
87	0.01979777898
88	0.0197510941
89	0.01971392425
90	0.01968138308
91	0.01965016389
92	0.01960645182
93	0.0195669056
94	0.01953534317
95	0.01950075901
96	0.01947346728
97	0.01943621174
98	0.01939102468
99	0.01936155004
100	0.01933827907
101	0.01931435527
102	0.01928296575
103	0.01924753192
104	0.01922037551
105	0.01917485175
106	0.01914528001
107	0.01911907061
108	0.01909327395
109	0.01906961112
110	0.01902785421
111	0.01900850692
112	0.01898422655
113	0.01894390081
114	0.0189169489
115	0.01888912197
116	0.01886706993
117	0.0188542274
118	0.01882714601
119	0.01880367613
120	0.01877423071
121	0.01874850127
122	0.01872164297
123	0.01870066674
124	0.01866432071
125	0.01864231661
126	0.01862001293
127	0.01858696182
128	0.0185666643
129	0.01854351258
130	0.01852608778
131	0.01850354602
132	0.01848078816
133	0.01846545331
134	0.01845347373
135	0.01843458222
136	0.01840777092
137	0.01838195344
138	0.01836344197
139	0.01834863815
140	0.01833543303
141	0.01831514688
142	0.018301066
143	0.01828165018
144	0.01826481881
145	0.01825651969
146	0.01824135601
147	0.0182243385
148	0.01820761098
149	0.01818134366
150	0.01816240827
151	0.0181485971
152	0.01812604887
153	0.01809959307
154	0.01808752255
155	0.01806737031
156	0.01804190519
157	0.01802733227
158	0.01800866512
159	0.01798717652
160	0.0179705785
161	0.01795597279
162	0.01794294045
163	0.01792572424
164	0.01791384461
165	0.017896404
166	0.01788917257
167	0.01786055689
168	0.01783925776
169	0.01781210997
170	0.01779776007
171	0.01778160814
172	0.01776903775
173	0.01775771176
174	0.01774934452
175	0.01773917955
176	0.01771922006
177	0.01770116211
178	0.01769189613
179	0.01768170589
180	0.01766017949
181	0.01764264194
182	0.01763098502
183	0.01761753037
184	0.01759966081
185	0.01758742994
186	0.01756516283
187	0.01755786532
188	0.01754055913
189	0.01753239038
190	0.01751767301
191	0.0175005984
192	0.0174878427
193	0.01746885176
194	0.01744491084
195	0.0174221125
196	0.01741330137
197	0.01739605818
198	0.01738080142
199	0.01736653299
200	0.01735759784
201	0.01734290466
202	0.01732827992
203	0.01731374725
204	0.01729779974
205	0.01728237469
206	0.01727302138
207	0.01726153414
208	0.01724721491
209	0.0172315633
210	0.01722188392
211	0.01720998467
212	0.0171983522
213	0.01719107649
214	0.01718237603
215	0.01717206879
216	0.0171505269
217	0.01714171497
218	0.01712790431
219	0.01711906651
220	0.01709727924
221	0.01708706137
222	0.01707449877
223	0.01706359314
224	0.01705184144
225	0.01704270659
226	0.01702963848
227	0.01702166508
228	0.01700945897
229	0.01699767355
230	0.01698939245
231	0.01697025115
232	0.01696502101
233	0.01695738628
234	0.01694112737
235	0.01692537018
236	0.01691979399
237	0.01690884698
238	0.01689304979
239	0.01688221846
240	0.0168753908
241	0.01686403384
242	0.01685389049
243	0.01684668923
244	0.01683412848
245	0.01682661009
246	0.01681761503
247	0.01680936871
248	0.01679909873
249	0.01678407455
250	0.01677852759
251	0.01676672307
252	0.01674944174
253	0.01673909711
254	0.01672880913
255	0.01671373576
256	0.01670767677
257	0.0166943358
258	0.01668020691
259	0.0166720583
260	0.01665005766
261	0.01663915235
262	0.01663212229
263	0.01661635074
264	0.01660296009
265	0.01659434012
266	0.01658552137
267	0.01657649503
268	0.01656233992
269	0.01654784407
270	0.01654374405
271	0.01653725912
272	0.01652279734
273	0.01651044242
274	0.01650235162
275	0.01649787396
276	0.01648524816
277	0.01647217344
278	0.01646841185
279	0.0164538298
280	0.01644141051
281	0.01642980529
282	0.01642040081
283	0.01640863142
284	0.01639948839
285	0.01639561751
286	0.01638221557
287	0.01637888746
288	0.01636958892
289	0.01636242866
290	0.01635089425
291	0.01634384297
292	0.01633127825
293	0.01632065194
294	0.01630575385
295	0.01629693563
296	0.01629379583
297	0.01628150129
298	0.01627158286
299	0.01626841308
300	0.01626031318
301	0.01624929343
302	0.01623963492
303	0.01622505852
304	0.01621818801
305	0.01621095184
306	0.01620016007
307	0.01619442214
308	0.01618697275
309	0.01617981331
310	0.01616971761
311	0.01616715803
312	0.01616200495
313	0.01615010838
314	0.01614743427
315	0.01613449085
316	0.0161247983
317	0.01611486564
318	0.01611165958
319	0.01609986724
320	0.0160969076
321	0.01608711026
322	0.01607853257
323	0.01606757565
324	0.01605994485
325	0.01605308582
326	0.01604262818
327	0.01603579525
328	0.01602662897
329	0.01602286797
330	0.01601230589
331	0.01600585134
332	0.01599779049
333	0.01598853013
334	0.015973574
335	0.01596771407
336	0.0159641724
337	0.01595865483
338	0.01595644328
339	0.01594731375
340	0.01593519907
341	0.01592944007
342	0.01592152354
343	0.01591626192
344	0.01590660487
345	0.01590054217
346	0.01588844519
347	0.01587909827
348	0.01586971019
349	0.01586391299
350	0.01585769049
351	0.01584888129
352	0.01584014972
353	0.01583550897
354	0.01582892501
355	0.01582224963
356	0.01582008879
357	0.01581015158
358	0.01580540759
359	0.01580024876
360	0.01579123762
361	0.01578643151
362	0.01578179007
363	0.01577626515
364	0.01577150659
365	0.01576749591
366	0.01576120188
367	0.01575740192
368	0.01574956192
369	0.01574375911
370	0.01573977027
371	0.01572936821
372	0.01572141394
373	0.01571543142
374	0.01571322569
375	0.01570401145
376	0.01569982137
377	0.01569445315
378	0.01568590476
379	0.01568046602
380	0.01567219747
381	0.01566926858
382	0.01566289425
383	0.01565534827
384	0.01564787655
385	0.01564444723
386	0.01563957837
387	0.01563181262
388	0.0156272898
389	0.01562389384
390	0.01561750324
391	0.01560799202
392	0.01560249624
393	0.01559683594
394	0.01559364773
395	0.01558911917
396	0.01558556016
397	0.01558051433
398	0.01557533021
399	0.01556948616
400	0.01556723562
401	0.01555846486
402	0.01555619459
403	0.01554933565
404	0.0155420812
405	0.0155367997
406	0.01553493517
407	0.0155270858
408	0.01551867478
409	0.01551031527
410	0.01550120733
411	0.01549597183
412	0.01548990442
413	0.01548731478
414	0.01547922728
