actual,pred
0.0476507485223621,0.03551194325966591
0.1119950209626057,0.11746051704720795
0.0267701663462218,0.09150388486412307
0.0032661869662154,0.0030030476891223234
0.0107612853419115,0.007389151149127346
0.0161314648468992,0.06573785527444904
0.0413793953498153,0.07690279923053944
0.0393509572962342,0.021067287794005414
0.0010015328115849,0.00976706223068792
0.0039406637331843,0.0042763660147310395
0.0176240200743031,0.02819496735400473
0.0853150561679295,0.061116111666109744
0.0488812156506958,0.053554095214172384
0.1420182752680051,0.12118424813072884
0.011800353783718,0.023519395107238793
0.005077835445829,0.0038037270482182
0.0014909503696357,0.011596374289454758
0.0032783889663448,0.0432670677074283
0.001296574251436,0.0022122699140299795
0.0032701840325936,0.007163165429720314
0.0430335168435955,0.030743632056420875
0.0324415145057491,0.017684369158701807
0.0094358698886479,0.010176642774912828
0.0478788062922425,0.035754098771401496
0.0057294986716624,0.01308946501909422
0.1026476810979162,0.06267865833075524
0.0127940639619939,0.018242635485690037
0.045622674315434,0.04304911744215102
0.0051012196164069,0.0067447370716575555
0.0179720371446882,0.009641723796391416
0.0154457353412044,0.022949869228869373
0.0987621839535973,0.06610384389597532
0.005264548183365,0.01701008167186878
0.0079202477255874,0.02666642314697234
0.0202572316794764,0.010311989764417148
0.0075527621813589,0.010179959833457139
0.0113964716028462,0.03593847411304982
0.0362842453914389,0.055501109903483864
0.0010638421812973,0.0008548096126080873
0.0075579608480473,0.011787720616632108
0.0433521754761174,0.05630662646147361
0.0584669968828925,0.045409652432691495
0.0097927993760178,0.023072266669999224
0.0913740005759342,0.11613510405018593
0.0370577692229335,0.025344990457892368
0.0058543028694146,0.004847902117372016
0.0239578304099743,0.019309547695724433
0.0091487638775539,0.03968816091543393
0.0032237503426306,0.01137194432198442
0.0050769642583182,0.004416167444952018
0.0477741362224528,0.031784430429184996
0.0059979885505612,0.020792023960629985
0.0239514765261843,0.05331336648364693
0.0490679310708189,0.0573179482814201
0.0214553269878075,0.01882906809391649
0.0268213583109385,0.09151768819230109
0.2399731235576141,0.2431329381919739
0.040699212347271,0.03462827255751205
0.0125035523426645,0.007042207613056198
0.0194272547788538,0.011080942663502652
0.0202754056633377,0.015762560650148014
0.0275835336353278,0.039234347404503975
0.1045180945202363,0.11726164148670576
0.0548998876143301,0.05761999632145645
0.0605461936595172,0.06174598790421746
0.1121572222719522,0.0612917910072353
0.0038477456203461,0.004293100624873258
0.0078275461829809,0.016827923538501877
0.0241635286591879,0.021301966612544784
0.0237238195088294,0.020315229189626624
0.0124832538949584,0.028510105367161177
0.006721501427275,0.012262220244199554
0.0215272522401979,0.033195476469287534
0.0100797275188185,0.030720735830039078
0.0104585843183927,0.016780800675012836
0.014592708186058,0.01258654900207512
0.0078672772388449,0.007113635844043009
0.007772242294609,0.016860088381884852
0.0148739380726208,0.031061494144656067
0.0105854126238621,0.01062104455179494
0.0025170618767755,0.04700061004771738
0.0621257260417246,0.07819831207347316
0.0744853913841614,0.09699694825342611
0.0246729301402933,0.024692024214912997
0.0095882517390048,0.031274707644451415
0.0853871530263772,0.09724783254535409
0.075769652082827,0.08061408805134487
0.0092606165412684,0.007145507489332861
0.0073532579707373,0.03133417041404724
0.0098222136436343,0.013785325837868179
0.0373870627516377,0.03199495281439731
0.099257820732544,0.10711538206139276
0.0009028921684391,0.01789714011371514
0.012385022292706,0.012511657909058796
0.0308447994359612,0.04767574141466203
0.0709929542636921,0.10186615335194654
0.0328627237596448,0.04139380333315341
0.0731891045010197,0.07915236706508234
0.0338958353913911,0.052123337654311375
0.0187232157927789,0.05060812008795676
0.0028488928138156,0.010239733042567103
0.0002359693035725,0.02369850901590858
0.0186661888099175,0.023474541341333158
0.0305944060216246,0.030775434983148102
0.0191371029936579,0.016050652138193372
0.1993233481829865,0.23865219268070012
0.0760680134226598,0.08688873377134367
0.0126836057021178,0.009568026146348843
0.1044444429736103,0.08569624366025952
0.0384766465592901,0.04388895802812729
0.0084832715797995,0.010583192144076048
0.0065597897432218,0.010651650353334402
1.3729128014532438e-05,0.012463366580452315
0.0335864861921054,0.03045459830698624
0.001697374171918,0.008413761524818097
0.0251273811589508,0.028769940232073576
0.011244442066148,0.018131237633005684
0.0240768392982886,0.04996547966075576
0.0327234691083999,0.05007673211092103
0.0371247365520559,0.09899655188335968
0.0317400192775387,0.06518743024045841
0.11395544376114,0.1176610120953612
0.016453174104678,0.029448185346612706
0.0212666183340403,0.0748192785677281
0.0065819646854093,0.009902619866559187
0.0379810079152698,0.03702955899992306
0.0120319167982312,0.02061554806640397
0.0739470797434567,0.10344201402047062
0.0367157156490331,0.058666184100700264
0.0344337427970585,0.023982470776646697
0.0588743331577504,0.0647172463970489
0.0012482295183399,0.017105639857835447
0.0837687687501191,0.05446989970625975
0.0100002681225234,0.031082142833494766
0.0362581974560839,0.031965308885525505
0.0102791798425663,0.011171163703908554
0.0114383332495424,0.028232078232001585
0.0546612173497608,0.060728551971402575
0.0595952693605503,0.08965414813575848
0.0661526345240305,0.07504928493601433
0.0702845786420243,0.13966530199538574
0.0345257797467352,0.05346784307063464
0.02985902522593,0.03755613069577545
0.0211669898947901,0.04672807736794175
0.0040583784911014,0.013967161660083133
0.0176982206510961,0.03751140851690613
0.0153919914952966,0.02113952358938055
0.0815626588493159,0.07281013226430702
0.0387422294270971,0.026750161567410426
0.0123942195776385,0.010836418446088805
0.0278513874460234,0.024908747272098887
0.0023035044479104,0.00757082545059333
